,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19,Z_20,Z_21,Z_22,Z_23,Z_24,Z_25,Z_26,Z_27,Z_28,Z_29,Z_30,Z_31,Z_32
142,-5.2640837e-05,-2.099676e-11,3.107032e-05,2.8165343e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326898e-11,0.0012514659,-5.423651e-12,6.2467365e-11,-8.994584e-06,-0.0018387124,-1.629592e-12,1.2446729e-05,0.0007569329,5.7832628e-12,-2.2756026e-11,-3.6653444e-05,1.9146624e-11,2.0011314e-05,1.07549525e-11,-3.40366e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.166112e-05,-3.2969183e-12,5.4107057e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
143,-5.2640837e-05,-2.0997426e-11,3.107032e-05,2.8165748e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326898e-11,0.0012514659,-5.423549e-12,6.247802e-11,-8.994584e-06,-0.0018387124,-1.6295945e-12,1.244673e-05,0.0007569329,5.7808203e-12,-2.2756082e-11,-3.6653444e-05,1.9146622e-11,2.0011314e-05,1.0756729e-11,-3.4036517e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.166111e-05,-3.2969183e-12,5.372941e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
144,-5.2640837e-05,-2.1000313e-11,3.107032e-05,2.816831e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326232e-11,0.0012514659,-5.4226597e-12,6.2555294e-11,-8.994584e-06,-0.0018387124,-1.6296107e-12,1.2446731e-05,0.0007569329,5.7633898e-12,-2.2756935e-11,-3.6653444e-05,1.9146608e-11,2.0011314e-05,1.0774492e-11,-3.403589e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.166103e-05,-3.2969183e-12,5.0940944e-12,-7.672128e-06,-3.4304823e-05,5.9504324e-05
145,-5.2640837e-05,-2.0995428e-11,3.107032e-05,2.8164172e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.832712e-11,0.0012514659,-5.424139e-12,6.243095e-11,-8.994584e-06,-0.0018387124,-1.6295843e-12,1.2446729e-05,0.0007569329,5.7912564e-12,-2.2755468e-11,-3.6653444e-05,1.914663e-11,2.0011314e-05,1.0745627e-11,-3.403691e-11,1.7818122e-05,0.0001735883,-4.196841e-05,6.166115e-05,-3.2969183e-12,5.5530172e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
146,-5.2640837e-05,-2.1178836e-11,3.1070325e-05,2.819557e-06,3.3255658e-06,3.749392e-10,-6.8528e-05,4.8293813e-11,0.0012514659,-5.496198e-12,8.084733e-11,-8.994584e-06,-0.0018387124,-1.6307882e-12,1.2446962e-05,0.0007569329,4.4073634e-12,-2.2604106e-11,-3.6653444e-05,1.9145456e-11,2.0011312e-05,1.2601031e-11,-3.3978993e-11,1.781821e-05,0.0001735883,-4.196841e-05,6.1655286e-05,-2.046363e-12,3.3994708e-12,-7.672142e-06,-3.4304823e-05,5.950432e-05
147,-5.2640837e-05,-2.1028956e-11,3.107032e-05,2.8190152e-06,3.3255658e-06,3.8130565e-10,-6.8528e-05,4.8322013e-11,0.0012514659,-5.414944e-12,6.327916e-11,-8.994584e-06,-0.0018387124,-1.6297549e-12,1.2446741e-05,0.0007569329,5.604517e-12,-2.276393e-11,-3.6653444e-05,1.9146476e-11,2.0011314e-05,1.0936585e-11,-3.4030088e-11,1.7818133e-05,0.0001735883,-4.196841e-05,6.166033e-05,-3.1832315e-12,2.6736738e-12,-7.67213e-06,-3.4304823e-05,5.9504324e-05
148,-5.2640837e-05,-2.1004976e-11,3.107032e-05,2.8171946e-06,3.3255653e-06,3.8221515e-10,-6.8528e-05,4.8325566e-11,0.0012514659,-5.4213413e-12,6.266632e-11,-8.994584e-06,-0.0018387124,-1.6296337e-12,1.2446732e-05,0.0007569329,5.7385208e-12,-2.2758271e-11,-3.6653444e-05,1.9146587e-11,2.0011314e-05,1.07998055e-11,-3.4034973e-11,1.7818125e-05,0.0001735883,-4.196841e-05,6.1660925e-05,-3.2969183e-12,4.6911234e-12,-7.672128e-06,-3.4304823e-05,5.9504324e-05
149,-5.2640837e-05,-2.1016078e-11,3.107032e-05,2.8181105e-06,3.3255656e-06,3.817604e-10,-6.8528e-05,4.832379e-11,0.0012514659,-5.4182197e-12,6.294165e-11,-8.994584e-06,-0.0018387124,-1.6296919e-12,1.2446736e-05,0.0007569329,5.6767924e-12,-2.2761175e-11,-3.6653444e-05,1.9146537e-11,2.0011314e-05,1.0862866e-11,-3.4032742e-11,1.7818129e-05,0.0001735883,-4.196841e-05,6.166064e-05,-3.2969183e-12,3.7018817e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
150,-5.2640837e-05,-2.1033397e-11,3.107032e-05,2.8194274e-06,3.3255658e-06,3.8130565e-10,-6.8528e-05,4.8321347e-11,0.0012514659,-5.4136877e-12,6.337597e-11,-8.994584e-06,-0.0018387124,-1.6297798e-12,1.24467415e-05,0.0007569329,5.579648e-12,-2.2765251e-11,-3.6653444e-05,1.9146455e-11,2.0011314e-05,1.0959678e-11,-3.402919e-11,1.7818134e-05,0.0001735883,-4.196841e-05,6.166022e-05,-3.1832315e-12,2.3002182e-12,-7.672131e-06,-3.4304823e-05,5.9504324e-05
151,-5.2640837e-05,-2.1013857e-11,3.107032e-05,2.8179197e-06,3.3255656e-06,3.817604e-10,-6.8528e-05,4.8324234e-11,0.0012514659,-5.4193854e-12,6.287504e-11,-8.994584e-06,-0.0018387124,-1.6296782e-12,1.2446734e-05,0.0007569329,5.6871174e-12,-2.2759617e-11,-3.6653444e-05,1.9146549e-11,2.0011314e-05,1.0845991e-11,-3.4033273e-11,1.7818129e-05,0.0001735883,-4.196841e-05,6.166071e-05,-3.2969183e-12,4.0310073e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
152,-5.2640837e-05,-2.1078028e-11,3.1070325e-05,2.8196214e-06,3.3255658e-06,3.792593e-10,-6.8528e-05,4.8312687e-11,0.0012514659,-5.437375e-12,6.873613e-11,-8.994584e-06,-0.0018387124,-1.6300902e-12,1.2446805e-05,0.0007569329,5.237588e-12,-2.271773e-11,-3.6653444e-05,1.9146157e-11,2.0011312e-05,1.1461498e-11,-3.401433e-11,1.7818158e-05,0.0001735883,-4.196841e-05,6.165871e-05,-2.842171e-12,2.427331e-12,-7.6721335e-06,-3.4304823e-05,5.9504324e-05
153,-5.2640837e-05,-2.103051e-11,3.107032e-05,2.8192228e-06,3.3255658e-06,3.8130565e-10,-6.8528e-05,4.832179e-11,0.0012514659,-5.414375e-12,6.329692e-11,-8.994584e-06,-0.0018387124,-1.6297653e-12,1.2446741e-05,0.0007569329,5.5974114e-12,-2.2764703e-11,-3.6653444e-05,1.914647e-11,2.0011314e-05,1.0941914e-11,-3.4029838e-11,1.7818134e-05,0.0001735883,-4.196841e-05,6.166029e-05,-3.1832315e-12,2.5097199e-12,-7.67213e-06,-3.4304823e-05,5.9504324e-05
154,-5.2640837e-05,-2.1011415e-11,3.107032e-05,2.8176762e-06,3.3255656e-06,3.8198777e-10,-6.8528e-05,4.8324678e-11,0.0012514659,-5.41952e-12,6.281731e-11,-8.994584e-06,-0.0018387124,-1.6296641e-12,1.2446734e-05,0.0007569329,5.704659e-12,-2.2760235e-11,-3.6653444e-05,1.9146558e-11,2.0011314e-05,1.0835777e-11,-3.4033703e-11,1.7818127e-05,0.0001735883,-4.196841e-05,6.166078e-05,-3.2969183e-12,4.1406973e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
155,-5.2640837e-05,-2.1073587e-11,3.1070325e-05,2.819576e-06,3.3255658e-06,3.7948666e-10,-6.8528e-05,4.8313575e-11,0.0012514659,-5.4352135e-12,6.830625e-11,-8.994584e-06,-0.0018387124,-1.6300641e-12,1.24468015e-05,0.0007569329,5.2694515e-12,-2.2721863e-11,-3.6653444e-05,1.9146183e-11,2.0011312e-05,1.142908e-11,-3.4015794e-11,1.7818156e-05,0.0001735883,-4.196841e-05,6.1658844e-05,-2.842171e-12,2.2335423e-12,-7.6721335e-06,-3.4304823e-05,5.9504324e-05
156,-5.2640837e-05,-2.099343e-11,3.107032e-05,2.8162503e-06,3.325565e-06,3.8244252e-10,-6.8528e-05,4.8327342e-11,0.0012514659,-5.424703e-12,6.238121e-11,-8.994584e-06,-0.0018387124,-1.629574e-12,1.2446728e-05,0.0007569329,5.8020255e-12,-2.2754947e-11,-3.6653444e-05,1.914664e-11,2.0011314e-05,1.0734524e-11,-3.4037304e-11,1.7818122e-05,0.0001735883,-4.196841e-05,6.16612e-05,-3.524292e-12,5.7307136e-12,-7.672127e-06,-3.4304823e-05,5.9504324e-05
157,-5.2640837e-05,-2.1017188e-11,3.107032e-05,2.8182092e-06,3.3255656e-06,3.817604e-10,-6.8528e-05,4.832379e-11,0.0012514659,-5.418089e-12,6.29683e-11,-8.994584e-06,-0.0018387124,-1.6296968e-12,1.2446736e-05,0.0007569329,5.669132e-12,-2.2761095e-11,-3.6653444e-05,1.9146532e-11,2.0011314e-05,1.0867307e-11,-3.403253e-11,1.7818129e-05,0.0001735883,-4.196841e-05,6.166061e-05,-3.2969183e-12,3.6486144e-12,-7.672129e-06,-3.4304823e-05,5.9504324e-05
158,-5.2640837e-05,-2.0999202e-11,3.107032e-05,2.816765e-06,3.3255653e-06,3.8244252e-10,-6.8528e-05,4.8326454e-11,0.0012514659,-5.4229646e-12,6.253398e-11,-8.994584e-06,-0.0018387124,-1.6296062e-12,1.2446731e-05,0.0007569329,5.7679417e-12,-2.275654e-11,-3.6653444e-05,1.9146611e-11,2.0011314e-05,1.0768719e-11,-3.4036073e-11,1.7818124e-05,0.0001735883,-4.196841e-05,6.166105e-05,-3.2969183e-12,5.1814464e-12,-7.672128e-06,-3.4304823e-05,5.9504324e-05
159,-5.2640837e-05,-2.1058932e-11,3.1070325e-05,2.819615e-06,3.3255658e-06,3.8016879e-10,-6.8528e-05,4.8316462e-11,0.0012514659,-5.4258824e-12,6.6357586e-11,-8.994584e-06,-0.0018387124,-1.6299594e-12,1.2446775e-05,0.0007569329,5.3880234e-12,-2.2739772e-11,-3.6653444e-05,1.9146289e-11,2.0011312e-05,1.12425624e-11,-3.4020932e-11,1.7818147e-05,0.0001735883,-4.196841e-05,6.165933e-05,-3.0695446e-12,2.192877e-12,-7.672133e-06,-3.4304823e-05,5.9504324e-05
